IL Number,IL Description,Store Number,Store Description,LOGIS Supplier Class,Supplier Sub-classification,Supplier City,MIIN Code,MIIN Code Description,MIIN Name,MIIN Description,Spend Type,Cost Center Number,Spend Amount,ICN,ICN Description,Unit Of Issue,Unit Of Issue Description,Document Type,Document Date,Document Line Number,Payment Quantity,Payment Unit Price,Adjustment Amount,Cash Discount,Transport Amount,Handling Amount,Invoice Number,Pay Type,Pay Method,Invoice Reason Code,Payment Choice,BAS Payment Number,BAS Transaction Date,BAS Disbursement Number,BAS Disbursement Date,BAS Payment Action Date,BAS Payment Status,Order Number,Order Authorisation Date,Order Status,Order Quoted Price,Quotation Doc Number,Quotation Price,Quotation Expiry Date,Contract Number,Contract End Date,Contract Type,Contract Price,ITEM,ITEM Description,INFRASTRUCTURE,INFRASTRUCTURE Description,OBJECTIVE,OBJECTIVE Description,RESPONSIBILITY,RESPONSIBILITY Description,FUND,FUND Description,PROJECT,PROJECT Description,ASSET,ASSET Description,REGIONAL INDENTIFIER,REGIONAL INDENTIFIER Description,Segment8,Segment8 Description
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,SOMERSET WEST,93,HIRE AND SERVICE ITEMS,11,SERVICE;,SERVICE,005K,159.6,DDDD00S0001089,SERVICE; PAYMENT FOR WATER,EA,EACH,PAYMENT,2016-04-08,2,4,39.9,0,0,0,0,12276,PARTIAL,NORMAL,,QUOTED PRICE,1334051,2016/04/08,625237,2016/04/08,2016/04/13,Disbursed,OR-075049,2015/08/11,PAID,39.9,QA-010195,39.9,2015/08/30,,Invalid,,0.0,3399368,CONS HOUS SUP:WATER,95368,NON INFRA/STAND ALONE: CUR,30003368,MINISTERIAL SUPPORT STAFF,32193368,CAPE METROPOLITAN 1.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30001368,CITY OF CAPE TOWN,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,ELSIES RIVER,110,SERVICE,12,TRANSPORT,SERVICE,002K,18400.0,DDDD00S0002497,TRANSPORT,EA,EACH,PAYMENT,2016-04-08,1,1,18400.0,0,0,0,0,20718,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334069,2016/04/08,625213,2016/04/08,2016/04/13,Disbursed,OR-074488,2015/06/02,PAID,19160.714,QA-009283,19160.71,2015/07/02,,Invalid,,0.0,2540368,CONTRCTRS:TRNSPRT/ RELCTN CONTR,95368,NON INFRA/STAND ALONE: CUR,30035368,TRANSPORT,32196368,ELSENBURG 1.4,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,CAPE TOWN,110,SERVICE,40,CATERING,SERVICE,001P,521.03,DDDD00S0000430,CATERING,EA,EACH,PAYMENT,2016-04-08,1,1,521.03,0,0,0,0,3505098,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334072,2016/04/08,625228,2016/04/08,2016/04/13,Disbursed,OR-074716,2015/06/30,PAID,833.3334,,0.0,Unknown,NONCONTRACT,2021/05/15,NON-CONTRACT,1900.0,1080368,CATERING:DEPARTML ACTIVITIES,95368,NON INFRA/STAND ALONE: CUR,30708368,CHIEF DIR: RURAL DEVELOPMENT,32230368,ELSENBURG 8.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,CAPE TOWN,110,SERVICE,40,CATERING,SERVICE,001P,164.96,DDDD00S0000430,CATERING,EA,EACH,PAYMENT,2016-04-08,1,1,164.96,0,0,0,0,3505099,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334054,2016/04/08,625228,2016/04/08,2016/04/13,Disbursed,OR-074716,2015/06/30,PAID,833.3334,,0.0,Unknown,NONCONTRACT,2021/05/15,NON-CONTRACT,1900.0,1080368,CATERING:DEPARTML ACTIVITIES,95368,NON INFRA/STAND ALONE: CUR,30708368,CHIEF DIR: RURAL DEVELOPMENT,32230368,ELSENBURG 8.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,CAPE TOWN,110,SERVICE,40,CATERING,SERVICE,002O,17000.0,DDDD00S0000430,CATERING,EA,EACH,PAYMENT,2016-04-08,1,1,17000.0,0,0,0,0,3505132,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334073,2016/04/08,625228,2016/04/08,2016/04/13,Disbursed,OR-074119,2015/04/20,AUTHORISED,18756.6667,,0.0,Unknown,NONCONTRACT,2021/05/15,NON-CONTRACT,1900.0,2824368,MANAGEMENT/ HANDLING FEES,95368,NON INFRA/STAND ALONE: CUR,30022368,FACILITIES MANAGEMENT & PLANNING,32195368,ELSENBURG 1.3,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),CAPE TOWN,75,STATIONERY,189,"PAPER,COPYING",INVENTORY,002O,29497.5,999970T1921372,"PAPER,COPYING,COPYING A4 80G ROTATRIM",EA,EACH,PAYMENT,2016-04-08,1,150,196.65,0,0,0,0,ULIN000319,FINAL,NORMAL,,QUOTED PRICE,1334048,2016/04/08,625208,2016/04/08,2016/04/13,Disbursed,OR-076619,2016/03/10,PAID,196.65,QA-012767,196.65,2016/03/27,,Invalid,,0.0,2237368,CONS:SP&OS:PRNTNG PAPR,95368,NON INFRA/STAND ALONE: CUR,30022368,FACILITIES MANAGEMENT & PLANNING,32195368,ELSENBURG 1.3,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,HDI,HDI,KHAYELITSHA,110,SERVICE,21,CLEANING,SERVICE,006E,3841.91,DDDD00S0000618,CLEANING OFFICE,EA,EACH,PAYMENT,2016-04-08,1,1,3841.91,0,0,0,0,09,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334070,2016/04/08,625234,2016/04/08,2016/04/13,Disbursed,OR-074722,2015/07/02,AUTHORISED,3841.9196,QA-009657,3841.91,2015/07/30,,Invalid,,0.0,2233368,P/P:CLEANING SERVICES,95368,NON INFRA/STAND ALONE: CUR,30164368,SUB-DIRECTORATE: METROPOLE,32322368,GOODWOOD 3.1,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30001368,CITY OF CAPE TOWN,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,INDIVIDUAL,MONTAGU,110,SERVICE,21,CLEANING,SERVICE,004E,1633.53,DDDD00S0000618,CLEANING OFFICE,EA,EACH,PAYMENT,2016-04-08,1,1,1633.53,0,0,0,0,GF 09,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1334085,2016/04/08,625235,2016/04/08,2016/04/13,Disbursed,OR-074770,2015/07/07,AUTHORISED,1528.089545,QA-009734,1528.08,2015/07/31,,Invalid,,0.0,2233368,P/P:CLEANING SERVICES,95368,NON INFRA/STAND ALONE: CUR,30161368,SUB-DIRECTORATE: CAPE WINELANDS,32249368,STELLENBOSCH 3.1,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,HDI,HDI,ATLANTIS,110,SERVICE,21,CLEANING,SERVICE,006E,3206.72,DDDD00S0000618,CLEANING OFFICE,EA,EACH,PAYMENT,2016-04-08,1,1,3206.72,0,0,0,0,MP-03/2016,PARTIAL,NORMAL,,QUOTED PRICE,1334056,2016/04/08,625236,2016/04/08,2016/04/13,Disbursed,OR-074784,2015/07/08,PAID,3206.72,QA-009764,3206.72,2015/07/26,,Invalid,,0.0,2233368,P/P:CLEANING SERVICES,95368,NON INFRA/STAND ALONE: CUR,30164368,SUB-DIRECTORATE: METROPOLE,32322368,GOODWOOD 3.1,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30001368,CITY OF CAPE TOWN,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,ROODEPOORT,110,SERVICE,199,SUBSCRIPTION FEE,SERVICE,005K,313.5,DDDD00S0016408,SUBSCRIPTION FEE,EA,EACH,PAYMENT,2016-04-08,1,1,313.5,0,0,0,0,0000161373,PARTIAL,NORMAL,,QUOTED PRICE,1334049,2016/04/08,625238,2016/04/08,2016/04/13,Disbursed,OR-075328,2015/09/18,PAID,313.5,QA-010649,313.5,2015/09/30,,Invalid,,0.0,2820368,SYSTEM ACCESS & INFO FEES,95368,NON INFRA/STAND ALONE: CUR,30003368,MINISTERIAL SUPPORT STAFF,32193368,CAPE METROPOLITAN 1.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30001368,CITY OF CAPE TOWN,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,WORCESTER,24,"PLUMBING, HEATERS,FUEL AND GAS BURNING EQUIPMENT",24,SHOWER,INVENTORY,003C,1839.6,4510AA08984015,SHOWER HEAD;STL;50MM DIA,EA,EACH,PAYMENT,2016-04-08,12,20,91.98,0,0,0,0,ELS03,FINAL,NORMAL,,QUOTED PRICE,1334088,2016/04/08,625242,2016/04/08,2016/04/13,Disbursed,OR-076650,2016/03/16,PAID,91.98,QA-012801,91.98,2016/04/15,,Invalid,,0.0,2271368,CONS:MATERIALS AND SUPPLIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,-,WORCESTER,110,SERVICE,21,CLEANING,SERVICE,007I,1956.51,DDDD00S0000618,CLEANING OFFICE,EA,EACH,PAYMENT,2016-04-08,2,1,1956.51,0,0,0,0,M5,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1334075,2016/04/08,625240,2016/04/08,2016/04/13,Disbursed,OR-075611,2015/11/03,PAID,1739.11,QA-011140,1739.11,2015/11/30,,Invalid,,0.0,2233368,P/P:CLEANING SERVICES,95368,NON INFRA/STAND ALONE: CUR,30091368,FARM SERVICES,32296368,WORCESTER 5.3,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30006368,BREEDE VALLEY,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,OBSERVATORY,72,FURNITURE,99,TABLE,MINOR ASSET,005K,3047.9,999970U2687198,"TABLE , COFFEE, WHITE, POLYACRATHANE ON MDF TOP, 48MM CHROME LEGS, SCANDINAVIAN STYLE, 1200MM X 750MM X 415MM",EA,EACH,PAYMENT,2016-04-08,22,1,3047.9,0,0,0,0,16303,FINAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334066,2016/04/08,625239,2016/04/08,2016/04/13,Disbursed,OR-075459,2015/10/12,PAID,3047.904,QA-010892,3047.9,2015/10/29,,Invalid,,0.0,4115368,F&O/EQP<R5000:DOMESTIC FURN,95368,NON INFRA/STAND ALONE: CUR,30003368,MINISTERIAL SUPPORT STAFF,32193368,CAPE METROPOLITAN 1.1,341368,VOTED FUNDS,4368,NO PROJECTS,30162368,EQP<R5000: DOMESTIC FURNITURE,30001368,CITY OF CAPE TOWN,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,OBSERVATORY,72,FURNITURE,99,TABLE,MINOR ASSET,005K,2918.4,999970U2687212,"TABLE , COFFEE, GLASS, 6MM-8MM, STEEL FRAME, 750MM X 750MM X 415MM",EA,EACH,PAYMENT,2016-04-08,23,1,2918.4,0,0,0,0,16303,FINAL,NORMAL,,QUOTED PRICE,1334066,2016/04/08,625239,2016/04/08,2016/04/13,Disbursed,OR-075459,2015/10/12,PAID,2918.4,QA-010892,2918.4,2015/10/29,,Invalid,,0.0,4115368,F&O/EQP<R5000:DOMESTIC FURN,95368,NON INFRA/STAND ALONE: CUR,30003368,MINISTERIAL SUPPORT STAFF,32193368,CAPE METROPOLITAN 1.1,341368,VOTED FUNDS,4368,NO PROJECTS,30162368,EQP<R5000: DOMESTIC FURNITURE,30001368,CITY OF CAPE TOWN,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,INDIVIDUAL,MILNERTON,110,SERVICE,21,CLEANING,SERVICE,010F,1691.82,DDDD00S0000618,CLEANING OFFICE,EA,EACH,PAYMENT,2016-04-08,1,1,1691.8241,0,0,0,0,2/2016,PARTIAL,NORMAL,,QUOTED PRICE,1334042,2016/04/08,625243,2016/04/08,2016/04/13,Disbursed,OR-076228,2016/02/04,PAID,1691.8241,QA-012187,1691.82,2016/03/03,,Invalid,,0.0,2233368,P/P:CLEANING SERVICES,95368,NON INFRA/STAND ALONE: CUR,30072368,EXPORT CONTROL,32271368,ELSENBURG 4.2,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,CAPE TOWN,110,SERVICE,769,HYGIENE,SERVICE,003C,9366.24,DDDD00S0021865,HYGIENE,EA,EACH,PAYMENT,2016-04-11,1,8,1170.78,0,0,0,0,HCT116862,PARTIAL,NORMAL,,QUOTED PRICE,1334096,2016/04/11,625314,2016/04/15,2016/04/20,Disbursed,OR-074389,2015/05/25,AUTHORISED,1170.78,QA-009116,1170.78,2015/05/30,,Invalid,,0.0,2233368,P/P:CLEANING SERVICES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,BEE,CC,GOODWOOD,48,BUILDING MATERIAL,10,BEAM,INVENTORY,005A,4199.94,999970U2800581,"BEAM , PURLINE, 60MM X 76MM X 6600MM, WOODEN",MM,MILLIMETER,PAYMENT,2016-04-11,4,184800,0.022727,0,0,0,0,IN160172,FINAL,NORMAL,,QUOTED PRICE,1334095,2016/04/11,625317,2016/04/15,2016/04/20,Disbursed,OR-076465,2016/02/25,PAID,0.022727,QA-012565,0.02,2016/03/18,,Invalid,,0.0,2271368,CONS:MATERIALS AND SUPPLIES,95368,NON INFRA/STAND ALONE: CUR,30083368,LIVESTOCK,32293368,ELSENBURG 5.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,STELLENBOSCH,61,MEDICAL EQUIPMENT,975,TEST STRIPS,INVENTORY,001G,386.1,999970T6716524,"TEST STRIPS , MICROBIOLOGY, ANAEROTEST",EA,EACH,PAYMENT,2016-04-12,1,25,15.444,0,0,0,0,668551,FINAL,NORMAL,,QUOTED PRICE,1334103,2016/04/12,625274,2016/04/15,2016/04/20,Disbursed,OR-076466,2016/02/25,PAID,15.444,QA-012564,15.44,2016/03/09,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30075368,PROVINCIAL VETERINARY LABORATORY,32273368,STELLENBOSCH 4.4,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CLOSE CORPORATION,BRONKHORSTSPRUIT,110,SERVICE,700,DIAGNOSTIC,SERVICE,001G,500.0,999958S0038101,DIAGNOSTIC TEST SERVICE,EA,EACH,PAYMENT,2016-04-12,1,1,500.0,0,0,0,0,29111,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334105,2016/04/12,625310,2016/04/15,2016/04/20,Disbursed,OR-074219,2015/04/29,AUTHORISED,2666.6666,QA-008807,2666.66,2015/05/29,,Invalid,,0.0,2510368,A&S/O/S:VETERINARY SERVICES,95368,NON INFRA/STAND ALONE: CUR,30075368,PROVINCIAL VETERINARY LABORATORY,32273368,STELLENBOSCH 4.4,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,ISANDO,111,HIRE,29,HIRE OF PHOTOCOPYING MACHINE,LEASE,003I,1161.61,HHHH00H0000036,HIRE OF PHOTOCOPYING MACHINE,EA,EACH,PAYMENT,2016-04-12,1,1,1161.61,0,0,0,0,4002846885,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334106,2016/04/12,625292,2016/04/15,2016/04/20,Disbursed,OR-072491,2014/09/05,CLOSED,1349.7778,,0.0,Unknown,CONTRACT,2017/05/31,NON-CONTRACT,1567.32,4856368,OPERATING LEASES:NON-INFRSTRCTR,137368,NON INFRA:OPERATING LEASES (CUR),30091368,FARM SERVICES,32299368,TYGERHOEK 5.3,341368,VOTED FUNDS,4368,NO PROJECTS,30063368,OFFICE EQUIPMENT,30007368,THEEWATERSKLOOF,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,ISANDO,110,SERVICE,134,PHOTOSTAT COPIES,SERVICE,003I,511.02,DDDD00S0006522,PHOTOSTAT COPIES PAYMENT,EA,EACH,PAYMENT,2016-04-12,2,1,511.02,0,0,0,0,4002846885,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1334106,2016/04/12,625292,2016/04/15,2016/04/20,Disbursed,OR-072491,2014/09/05,CLOSED,281.5,,0.0,Unknown,CONTRACT,2017/05/31,NON-CONTRACT,291.23,4856368,OPERATING LEASES:NON-INFRSTRCTR,137368,NON INFRA:OPERATING LEASES (CUR),30091368,FARM SERVICES,32299368,TYGERHOEK 5.3,341368,VOTED FUNDS,4368,NO PROJECTS,30063368,OFFICE EQUIPMENT,30007368,THEEWATERSKLOOF,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,ISANDO,111,HIRE,29,HIRE OF PHOTOCOPYING MACHINE,LEASE,004K,1310.03,HHHH00H0000036,HIRE OF PHOTOCOPYING MACHINE,EA,EACH,PAYMENT,2016-04-12,1,1,1310.03,0,0,0,0,4002846886,PARTIAL,NORMAL,,QUOTED PRICE,1334104,2016/04/12,625292,2016/04/15,2016/04/20,Disbursed,OR-074301,2015/05/13,PAID,1310.03,QA-008961,1310.03,2015/05/31,,Invalid,,0.0,4856368,OPERATING LEASES:NON-INFRSTRCTR,137368,NON INFRA:OPERATING LEASES (CUR),30032368,FINANCIAL ACCOUNTING,32196368,ELSENBURG 1.4,341368,VOTED FUNDS,4368,NO PROJECTS,30063368,OFFICE EQUIPMENT,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,ISANDO,110,SERVICE,134,PHOTOSTAT COPIES,SERVICE,004K,38.95,DDDD00S0006522,PHOTOSTAT COPIES PAYMENT,EA,EACH,PAYMENT,2016-04-12,2,1,38.95,0,0,0,0,4002846886,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334104,2016/04/12,625292,2016/04/15,2016/04/20,Disbursed,OR-074301,2015/05/13,PAID,1148.0,QA-008961,1148.0,2015/05/31,,Invalid,,0.0,4856368,OPERATING LEASES:NON-INFRSTRCTR,137368,NON INFRA:OPERATING LEASES (CUR),30032368,FINANCIAL ACCOUNTING,32196368,ELSENBURG 1.4,341368,VOTED FUNDS,4368,NO PROJECTS,30063368,OFFICE EQUIPMENT,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,MONUMENT PARK,110,SERVICE,321,REGISTRATION FEE,SERVICE,001G,5920.0,DDDD00S0016168,REGISTRATION FEE,EA,EACH,PAYMENT,2016-04-12,1,2,2960.0,0,0,0,0,SAAVT005,FINAL,NORMAL,,QUOTED PRICE,1334102,2016/04/12,625287,2016/04/15,2016/04/20,Disbursed,OR-076675,2016/04/11,PAID,2960.0,QA-012825,2960.0,2016/04/30,,Invalid,,0.0,2153368,TRAIN & DEV:EMPLOYEES,95368,NON INFRA/STAND ALONE: CUR,30075368,PROVINCIAL VETERINARY LABORATORY,32273368,STELLENBOSCH 4.4,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,-,BELLVILLE,110,SERVICE,18,ELECTRICAL,SERVICE,002O,15574.45,DDDD00S0015343,ELECTRICAL SERVICE;MUNICIPAL ELECTRICITY,EA,EACH,PAYMENT,2016-04-12,1,1,15574.45,0,0,0,0,826931021973,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1334108,2016/04/12,625273,2016/04/15,2016/04/20,Disbursed,OR-076681,2016/04/12,PAID,13200.0,QA-012832,13200.0,2016/04/30,,Invalid,,0.0,3387368,P/P:ELECTRICITY,95368,NON INFRA/STAND ALONE: CUR,30022368,FACILITIES MANAGEMENT & PLANNING,32195368,ELSENBURG 1.3,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,-,BELLVILLE,110,SERVICE,18,ELECTRICAL,SERVICE,002O,9560.67,DDDD00S0015343,ELECTRICAL SERVICE;MUNICIPAL ELECTRICITY,EA,EACH,PAYMENT,2016-04-12,1,1,9560.67,0,0,0,0,627750401486,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1334107,2016/04/12,625273,2016/04/15,2016/04/20,Disbursed,OR-076680,2016/04/12,PAID,9000.0,QA-012831,9000.0,2016/04/30,,Invalid,,0.0,3387368,P/P:ELECTRICITY,95368,NON INFRA/STAND ALONE: CUR,30022368,FACILITIES MANAGEMENT & PLANNING,32195368,ELSENBURG 1.3,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,CAPE TOWN,86,GROCERIES,126,MAIZE,INVENTORY,005A,119450.0,999970T0907220,MAIZE MAIZE YELLOW,KG,KILOGRAM,PAYMENT,2016-04-12,1,25000,4.778,0,0,0,0,743,FINAL,NORMAL,,QUOTED PRICE,1334111,2016/04/12,625309,2016/04/15,2016/04/20,Disbursed,OR-076265,2016/02/10,PAID,4.778,QA-012242,4.77,2016/03/01,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30083368,LIVESTOCK,32293368,ELSENBURG 5.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,MAITLAND,76,"PUBLICATIONS, BOOKS AND FORMS",10,BOOK,INVENTORY,006K,456.0,999970U2803397,"BOOK , SOCIAL MEDIA AND PUBLIC RELATIONS, DK BREAKENRIDGE, 9780132983211",EA,EACH,PAYMENT,2016-04-12,1,1,456.0,0,0,0,0,0405,FINAL,NORMAL,,QUOTED PRICE,1334110,2016/04/12,625299,2016/04/15,2016/04/20,Disbursed,OR-076507,2016/02/29,PAID,456.0,QA-012636,456.0,2016/03/28,,Invalid,,0.0,3724368,EQP<R5000:LIBRARY BOOKS,95368,NON INFRA/STAND ALONE: CUR,30041368,COMMUNICATION SERVICES PRG 1,32204368,ELSENBURG 1.5,341368,VOTED FUNDS,4368,NO PROJECTS,30157368,EQP<R5000: LIBRARY BOOKS,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,ISANDO,111,HIRE,29,HIRE OF PHOTOCOPYING MACHINE,LEASE,001G,832.37,HHHH00H0000036,HIRE OF PHOTOCOPYING MACHINE,EA,EACH,PAYMENT,2016-04-13,1,1,832.37,0,0,0,0,4002847403,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1334134,2016/04/13,625292,2016/04/15,2016/04/20,Disbursed,OR-072649,2014/09/23,PAID,830.37,QA-006005,830.37,2014/10/23,,Invalid,,0.0,4856368,OPERATING LEASES:NON-INFRSTRCTR,137368,NON INFRA:OPERATING LEASES (CUR),30075368,PROVINCIAL VETERINARY LABORATORY,32273368,STELLENBOSCH 4.4,341368,VOTED FUNDS,4368,NO PROJECTS,30063368,OFFICE EQUIPMENT,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,ISANDO,110,SERVICE,134,PHOTOSTAT COPIES,SERVICE,001G,127.9,DDDD00S0006522,PHOTOSTAT COPIES PAYMENT,EA,EACH,PAYMENT,2016-04-13,2,1,127.9,0,0,0,0,4002847403,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334134,2016/04/13,625292,2016/04/15,2016/04/20,Disbursed,OR-072649,2014/09/23,PAID,1166.0,QA-006005,1166.0,2014/10/23,,Invalid,,0.0,4856368,OPERATING LEASES:NON-INFRSTRCTR,137368,NON INFRA:OPERATING LEASES (CUR),30075368,PROVINCIAL VETERINARY LABORATORY,32273368,STELLENBOSCH 4.4,341368,VOTED FUNDS,4368,NO PROJECTS,30063368,OFFICE EQUIPMENT,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,BEE,PTY LTD,CLAREMONT,110,SERVICE,769,HYGIENE,SERVICE,006L,9054.65,DDDD00S0021865,HYGIENE,EA,EACH,PAYMENT,2016-04-13,1,1,9054.65,0,0,0,0,0030530752,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1334135,2016/04/13,625272,2016/04/15,2016/04/20,Disbursed,OR-075140,2015/08/24,AUTHORISED,8707.7,QA-010354,8707.7,2015/09/20,,Invalid,,0.0,2233368,P/P:CLEANING SERVICES,95368,NON INFRA/STAND ALONE: CUR,30121368,FET: OVERBERG,32318368,BREDASDORP 7.2,341368,VOTED FUNDS,4368,NO PROJECTS,30691368,FET COLLEGES,30014368,CAPE AGULHAS,0,
