IL Number,IL Description,Store Number,Store Description,LOGIS Supplier Class,Supplier Subunknownclassification,Supplier City,MIIN Code,MIIN Code Description,MIIN Name,MIIN Description,Spend Type,Cost Center Number,Spend Amount,ICN,ICN Description,Unit Of Issue,Unit Of Issue Description,Document Type,Document Date,Document Line Number,Payment Quantity,Payment Unit Price,Adjustment Amount,Cash Discount,Transport Amount,Handling Amount,Invoice Number,Pay Type,Pay Method,Invoice Reason Code,Payment Choice,BAS Payment Number,BAS Transaction Date,BAS Disbursement Number,BAS Disbursement Date,BAS Payment Action Date,BAS Payment Status,Order Number,Order Authorisation Date,Order Status,Order Quoted Price,Quotation Doc Number,Quotation Price,Quotation Expiry Date,Contract Number,Contract End Date,Contract Type,Contract Price,ITEM,ITEM Description,INFRASTRUCTURE,INFRASTRUCTURE Description,OBJECTIVE,OBJECTIVE Description,RESPONSIBILITY,RESPONSIBILITY Description,FUND,FUND Description,PROJECT,PROJECT Description,ASSET,ASSET Description,REGIONAL INDENTIFIER,REGIONAL INDENTIFIER Description,Segment8,Segment8 Description
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,BRYANSTON,00110,SERVICE,199,SUBSCRIPTION FEE,SERVICE,009K,164397.12,DDDD00S0010037,SUBSCRIPTION FEE ;INTERNET ACCOUNT,EA,EACH,PAYMENT,2017-02-08,1,3,54799.04,0.0,0.0,0,0,15662177 A,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1341508.0,2017/02/08,631141.0,2017/02/10,2017/02/15,Disbursed,ORunknown077199,2016/06/24,AUTHORISED,60704.91666,,0.0,Unknown,CS015,2007/03/31,NONunknownCONTRACT,7113.6,3567368,EXT COMP SER:INTERNET CHRG,95368,NON INFRA/STAND ALONE: CUR,30039368,INFORMATION TECHNOLOGY,32197368,ELSENBURG IT,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PUBLIC COMPANY (LTD),CAPE TOWN,00018,AGRICULTURAL SUPPLIES,15,SEED,INVENTORY,004I,84450.75,999970T1107337,SEED WHEAT,KG,KILOGRAM,PAYMENT,2017-02-08,1,8300,10.17479,0.0,0.0,0,0,25/WRW00003863,FINAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1341520.0,2017/02/08,631164.0,2017/02/10,2017/02/15,Disbursed,ORunknown078282,2016/12/13,PAID,10.174843,QAunknown014714,10.17,2017/01/07,,Invalid,,0.0,2281368,CONS SUPP:GARDENNG&FARM SUPPLIES,95368,NON INFRA/STAND ALONE: CUR,30091368,FARM SERVICES,32297368,LANGGEWENS 5.3,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30004368,SWARTLAND,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,SOLE PROPRIETOR,CAPE TOWN,00110,SERVICE,40,CATERING,SERVICE,002A,70001.0,DDDD00S0000430,CATERING,EA,EACH,PAYMENT,2017-02-08,1,170,411.7706,0.0,0.0,0,0,INV0000152,FINAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1341507.0,2017/02/08,631181.0,2017/02/10,2017/02/15,Disbursed,ORunknown078395,2017/01/23,PAID,411.77058,QAunknown014852,411.77,2017/02/22,,Invalid,,0.0,1080368,CATERING:DEPARTML ACTIVITIES,95368,NON INFRA/STAND ALONE: CUR,30077368,CHIEF DIR: RES & TECH DEV SER,32293368,ELSENBURG 5.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CLOSE CORPORATION,IDASVALLEI,00098,MEAT,20,MUTTON,INVENTORY,003C,15732.0,89051801072622,MUTTON CHOPS;FRESH;/KG,GM,GRAM,PAYMENT,2017-02-09,22,120000,0.1311,0.0,0.0,0,0,1872,PARTIAL,NORMAL,Unknown,QUOTED PRICE,1341547.0,2017/02/09,631126.0,2017/02/10,2017/02/15,Disbursed,ORunknown077761,2016/09/16,PAID,0.1311,QAunknown014111,0.13,2016/09/30,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),CAPE TOWN,00072,FURNITURE,23,CABINET,MAJOR ASSET,001G,27970.15,999970U2975340,"CABINET , ACID SAFETY, STEEL, 2 PULL OUT SHELVES, 590MM X 570MM X 600MM",EA,EACH,PAYMENT,2017-02-09,1,1,27970.15,0.0,0.0,0,0,422012,FINAL,NORMAL,Unknown,QUOTED PRICE,1341540.0,2017/02/09,631167.0,2017/02/10,2017/02/15,Disbursed,ORunknown078052,2016/10/28,PAID,27970.15,QAunknown014439,27970.15,2016/11/27,,Invalid,,0.0,3280368,LAB EQUIPM:AGRICULTURE,98368,NON INFRA/STAND ALONE: CAP,30075368,PROVINCIAL VETERINARY LABORATORY,32273368,STELLENBOSCH 4.4,341368,VOTED FUNDS,4368,NO PROJECTS,30073368,LAB EQUIPM: AGRICULTURE,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BRACKENFELL,00015,BATTERIES,17,"BATTERY,RECHARGEABLE",INVENTORY,009K,23625.02,999970U2685271,"BATTERY,RECHARGEABLE , EXCIS, SMF100, 12V, 102AH",EA,EACH,PAYMENT,2017-02-09,1,15,1575.001334,0.0,0.0,0,0,IN007074,FINAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1341552.0,2017/02/09,631166.0,2017/02/10,2017/02/15,Disbursed,ORunknown078446,2017/01/31,PAID,1575.0,QAunknown014908,1575.0,2017/01/31,,Invalid,,0.0,2271368,CONS:MATERIALS AND SUPPLIES,95368,NON INFRA/STAND ALONE: CUR,30039368,INFORMATION TECHNOLOGY,32197368,ELSENBURG IT,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,unknown,BELLVILLE,00110,SERVICE,18,ELECTRICAL,SERVICE,002O,25816.67,DDDD00S0015343,ELECTRICAL SERVICE;MUNICIPAL ELECTRICITY,EA,EACH,PAYMENT,2017-02-09,1,1,25816.67,0.0,0.0,0,0,549431929969,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1341534.0,2017/02/09,631127.0,2017/02/10,2017/02/15,Disbursed,ORunknown076691,2016/04/12,PAID,32000.0,QAunknown012838,32000.0,2016/05/11,,Invalid,,0.0,3387368,P/P:ELECTRICITY,95368,NON INFRA/STAND ALONE: CUR,30022368,FACILITIES MANAGEMENT & PLANNING,32195368,ELSENBURG 1.3,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PUBLIC COMPANY (LTD),CAPE TOWN,00018,AGRICULTURAL SUPPLIES,12,FERTILIZER,INVENTORY,004I,119344.58,999970U2748628,"FERTILIZER , GEOFLO 32, PER LITER",LR,LITER,PAYMENT,2017-02-09,1,25040,4.766157,0.01,0.0,0,0,25/GHM00047822,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1341539.0,2017/02/09,631164.0,2017/02/10,2017/02/15,Disbursed,ORunknown078296,2016/12/14,PAID,5.964052,QAunknown014731,5.96,2016/12/29,,Invalid,,0.0,2281368,CONS SUPP:GARDENNG&FARM SUPPLIES,95368,NON INFRA/STAND ALONE: CUR,30091368,FARM SERVICES,32297368,LANGGEWENS 5.3,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30004368,SWARTLAND,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PUBLIC COMPANY (LTD),CAPE TOWN,00018,AGRICULTURAL SUPPLIES,12,FERTILIZER,INVENTORY,004I,147095.02,999970U2748630,"FERTILIZER , CURA, A45, PER KILOGRAM",KG,KILOGRAM,PAYMENT,2017-02-09,2,20800,7.071876,0.0,0.0,0,0,25/GHM00047841,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1341538.0,2017/02/09,631164.0,2017/02/10,2017/02/15,Disbursed,ORunknown078296,2016/12/14,PAID,7.071875,QAunknown014731,7.07,2016/12/29,,Invalid,,0.0,2281368,CONS SUPP:GARDENNG&FARM SUPPLIES,95368,NON INFRA/STAND ALONE: CUR,30091368,FARM SERVICES,32297368,LANGGEWENS 5.3,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30004368,SWARTLAND,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CLOSE CORPORATION,BRACKENFELL,00110,SERVICE,149,SERVICE;REPAIR TRACTOR,SERVICE,001I,46223.04,999970S0259477,"SERVICE;REPAIR TRACTOR , AGRICULTURAL IMPLEMENTS",EA,EACH,PAYMENT,2017-02-09,1,12,3851.92,0.0,0.0,0,0,IN218778,FINAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1341553.0,2017/02/09,631135.0,2017/02/10,2017/02/15,Disbursed,ORunknown077367,2016/07/15,PAID,2500.0,QAunknown013625,2500.0,2016/07/29,,Invalid,,0.0,2551368,OUTS CONTRCTRS:MNT&REP NunknownINF ASS,96368,NON INFRA MAINT&REPAIR:OUTS(CUR),30091368,FARM SERVICES,32295368,ELSENBURG 5.3,341368,VOTED FUNDS,4368,NO PROJECTS,30056368,FARM/AGRICULTURE EQUIPMENT,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),STELLENBOSCH,00110,SERVICE,11,APPOINTMENT,SERVICE,006K,95000.0,999958S0026928,APPOINTMENT SERIVCE PROVIDER TO RENDER SERVICE,EA,EACH,PAYMENT,2017-02-09,2,1,95000.0,0.0,0.0,0,0,INA10372,PARTIAL,NORMAL,Unknown,QUOTED PRICE,1341535.0,2017/02/09,631168.0,2017/02/10,2017/02/15,Disbursed,ORunknown078337,2016/12/21,PAID,95000.0,QAunknown014782,95000.0,2016/12/29,,Invalid,,0.0,2646368,CNS:BUS&ADV SER:PRJ MANAGMNT,95368,NON INFRA/STAND ALONE: CUR,30006368,DIR: BUSINESS PLANNING & STRAT,32194368,ELSENBURG 1.2,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,INDIVIDUAL,LUCKHOFF,00112,CONSULTANTS,16,ADVISORY CONSULTING SERVICES,SERVICE,006K,32000.0,999941S0035713,ADVISORY CONSULTING SERVICES AND OTHER PROFESSIONAL SERVICES,EA,EACH,PAYMENT,2017-02-09,1,4,8000.0,0.0,0.0,0,0,DOA001,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1341545.0,2017/02/09,631184.0,2017/02/10,2017/02/15,Disbursed,ORunknown078466,2017/02/03,AUTHORISED,7218.8888,QAunknown014929,7218.88,2017/02/28,,Invalid,,0.0,2658368,CNS:BUS&ADV SER:TRNS&TRNSC,95368,NON INFRA/STAND ALONE: CUR,30041368,COMMUNICATION SERVICES PRG 1,32204368,ELSENBURG 1.5,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CLOSE CORPORATION,STRAND,00018,AGRICULTURAL SUPPLIES,29,"FEED,ANIMAL",INVENTORY,005A,128800.0,999970T3050085,"FEED,ANIMAL , CANOLA OIL CAKE, 50 KG",EA,EACH,PAYMENT,2017-02-09,1,400,322.0,0.0,0.0,0,0,122,FINAL,NORMAL,Unknown,QUOTED PRICE,1341536.0,2017/02/09,631176.0,2017/02/10,2017/02/15,Disbursed,ORunknown078454,2017/02/03,PAID,322.0,QAunknown014915,322.0,2017/02/28,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30083368,LIVESTOCK,32293368,ELSENBURG 5.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,unknown,BELLVILLE,00110,SERVICE,18,ELECTRICAL,SERVICE,002O,15009.9,DDDD00S0015343,ELECTRICAL SERVICE;MUNICIPAL ELECTRICITY,EA,EACH,PAYMENT,2017-02-10,1,1,15009.9,0.0,0.0,0,0,826930914777,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1341576.0,2017/02/10,631127.0,2017/02/10,2017/02/15,Disbursed,ORunknown076681,2016/04/12,PAID,13200.0,QAunknown012832,13200.0,2016/04/30,,Invalid,,0.0,3387368,P/P:ELECTRICITY,95368,NON INFRA/STAND ALONE: CUR,30022368,FACILITIES MANAGEMENT & PLANNING,32195368,ELSENBURG 1.3,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30007368,THEEWATERSKLOOF,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,GOERGE,00062,MEDICAL SUPPLIES,1100,"VACCINE,RABIES,VETERINARY",INVENTORY,001F,79600.0,999970T0331708,"VACCINE,RABIES,VETERINARY RABISIN 10ML VIAL",EA,EACH,PAYMENT,2017-02-10,1,40000,1.99,0.0,0.0,0,0,8unknown02unknown2017unknown1,FINAL,NORMAL,Unknown,QUOTED PRICE,1341592.0,2017/02/10,631136.0,2017/02/10,2017/02/15,Disbursed,ORunknown078449,2017/02/03,PAID,1.99,QAunknown014918,1.99,2017/02/19,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30069368,DEPUTY DIRECTOR: ANIMAL HEALTH,32277368,ELSENBURG 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,unknown,OBSEVATORY,00110,SERVICE,526,CAPTURE DATA,SERVICE,004K,15259.94,DDDD00S0010494,CAPTURE DATA & PROCCESS;UPDATE;RECOVER,EA,EACH,PAYMENT,2017-02-10,1,1,15259.94,0.0,0.0,0,0,1267178;1267897,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1341590.0,2017/02/10,631134.0,2017/02/10,2017/02/15,Disbursed,ORunknown077078,2016/06/06,PAID,29666.6666,QAunknown013284,29666.66,2016/07/05,,Invalid,,0.0,4055368,PERSAL MAINFRAME TIME,95368,NON INFRA/STAND ALONE: CUR,30031368,CHIEF FINANCIAL OFFICER,32196368,ELSENBURG 1.4,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,unknown,OBSEVATORY,00110,SERVICE,526,CAPTURE DATA,SERVICE,004K,48663.67,DDDD00S0010494,CAPTURE DATA & PROCCESS;UPDATE;RECOVER,EA,EACH,PAYMENT,2017-02-10,3,1,48663.67,0.0,0.0,0,0,1267612,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1341588.0,2017/02/10,631134.0,2017/02/10,2017/02/15,Disbursed,ORunknown077078,2016/06/06,PAID,35750.0,QAunknown013284,35750.0,2016/07/05,,Invalid,,0.0,4057368,BAS MAINFRAME TIME,95368,NON INFRA/STAND ALONE: CUR,30031368,CHIEF FINANCIAL OFFICER,32196368,ELSENBURG 1.4,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PUBLIC COMPANY (LTD),CAPE TOWN,00018,AGRICULTURAL SUPPLIES,12,FERTILIZER,INVENTORY,004I,119864.0,999970U3038686,"FERTILIZER , 1:4:2 (24), P/KG",KG,KILOGRAM,PAYMENT,2017-02-10,3,14500,8.266483,0.0,0.0,0,0,25/GHM00047828,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1341574.0,2017/02/10,631164.0,2017/02/10,2017/02/15,Disbursed,ORunknown078296,2016/12/14,PAID,8.266482,QAunknown014731,8.26,2016/12/29,,Invalid,,0.0,2281368,CONS SUPP:GARDENNG&FARM SUPPLIES,95368,NON INFRA/STAND ALONE: CUR,30091368,FARM SERVICES,32297368,LANGGEWENS 5.3,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30004368,SWARTLAND,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CLOSE CORPORATION,CAPE METRO,00082,"RAW MATERIAL, LEATHER AND FURS",40,NETTING,INVENTORY,004I,19950.0,999970U2748275,"NETTING , BALE WRAP, NYLON, 3600 METER X 1.250 METER",EA,EACH,PAYMENT,2017-02-10,1,5,3990.0,0.0,0.0,0,0,IN1778,FINAL,NORMAL,Unknown,QUOTED PRICE,1341569.0,2017/02/10,631174.0,2017/02/10,2017/02/15,Disbursed,ORunknown078425,2017/01/30,PAID,3990.0,QAunknown014885,3990.0,2017/02/01,,Invalid,,0.0,2271368,CONS:MATERIALS AND SUPPLIES,95368,NON INFRA/STAND ALONE: CUR,30091368,FARM SERVICES,32297368,LANGGEWENS 5.3,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30004368,SWARTLAND,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,PIKETBERG,00093,HIRE AND SERVICE ITEMS,11,SERVICE;,SERVICE,004I,25581.6,DDDD00S0001610,SERVICE; REPAIR EQUIPMENT,EA,EACH,PAYMENT,2017-02-10,1,10,2558.16,0.0,0.0,0,0,IN136507,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1341606.0,2017/02/10,631133.0,2017/02/10,2017/02/15,Disbursed,ORunknown077924,2016/10/06,PAID,2333.3333,QAunknown014297,2333.33,2016/11/05,,Invalid,,0.0,2551368,OUTS CONTRCTRS:MNT&REP NunknownINF ASS,96368,NON INFRA MAINT&REPAIR:OUTS(CUR),30091368,FARM SERVICES,32297368,LANGGEWENS 5.3,341368,VOTED FUNDS,4368,NO PROJECTS,30056368,FARM/AGRICULTURE EQUIPMENT,30004368,SWARTLAND,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,BEE,PTY LTD,CAPE TOWN,00112,CONSULTANTS,16,ADVISORY CONSULTING SERVICES,SERVICE,006K,22500.0,DDDD00S0000339,ADVISORY CONSULTING SERVICES,EA,EACH,PAYMENT,2017-02-10,1,1,22500.0,0.0,0.0,0,0,DOA DECunknown16,PARTIAL,NORMAL,Unknown,QUOTED PRICE,1341564.0,2017/02/10,631156.0,2017/02/10,2017/02/15,Disbursed,ORunknown077158,2016/06/21,AUTHORISED,22500.0,QAunknown013378,22500.0,2016/07/20,,Invalid,,0.0,2648368,CNS:BUS&ADV SER:RESE&ADVISOR,95368,NON INFRA/STAND ALONE: CUR,30006368,DIR: BUSINESS PLANNING & STRAT,32194368,ELSENBURG 1.2,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,BEE,PTY LTD,CAPE TOWN,00112,CONSULTANTS,16,ADVISORY CONSULTING SERVICES,SERVICE,006K,22500.0,DDDD00S0000339,ADVISORY CONSULTING SERVICES,EA,EACH,PAYMENT,2017-02-10,1,1,22500.0,0.0,0.0,0,0,DOA NOVunknown16,PARTIAL,NORMAL,Unknown,QUOTED PRICE,1341565.0,2017/02/10,631156.0,2017/02/10,2017/02/15,Disbursed,ORunknown077158,2016/06/21,AUTHORISED,22500.0,QAunknown013378,22500.0,2016/07/20,,Invalid,,0.0,2648368,CNS:BUS&ADV SER:RESE&ADVISOR,95368,NON INFRA/STAND ALONE: CUR,30006368,DIR: BUSINESS PLANNING & STRAT,32194368,ELSENBURG 1.2,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,BEE,PTY LTD,CAPE TOWN,00112,CONSULTANTS,16,ADVISORY CONSULTING SERVICES,SERVICE,006K,22500.0,DDDD00S0000339,ADVISORY CONSULTING SERVICES,EA,EACH,PAYMENT,2017-02-10,1,1,22500.0,0.0,0.0,0,0,DOA OCTunknown16,PARTIAL,NORMAL,Unknown,QUOTED PRICE,1341563.0,2017/02/10,631156.0,2017/02/10,2017/02/15,Disbursed,ORunknown077158,2016/06/21,AUTHORISED,22500.0,QAunknown013378,22500.0,2016/07/20,,Invalid,,0.0,2648368,CNS:BUS&ADV SER:RESE&ADVISOR,95368,NON INFRA/STAND ALONE: CUR,30006368,DIR: BUSINESS PLANNING & STRAT,32194368,ELSENBURG 1.2,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PUBLIC COMPANY (LTD),CAPE TOWN,00093,HIRE AND SERVICE ITEMS,11,SERVICE;,SERVICE,004I,33516.65,DDDD00S0001610,SERVICE; REPAIR EQUIPMENT,EA,EACH,PAYMENT,2017-02-14,1,11,3046.968182,0.0,0.0,0,0,13/WRW00022013,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1341643.0,2017/02/14,631226.0,2017/02/17,2017/02/22,Disbursed,ORunknown076737,2016/04/13,PAID,3125.0,QAunknown012887,3125.0,2016/04/30,,Invalid,,0.0,2551368,OUTS CONTRCTRS:MNT&REP NunknownINF ASS,96368,NON INFRA MAINT&REPAIR:OUTS(CUR),30091368,FARM SERVICES,32297368,LANGGEWENS 5.3,341368,VOTED FUNDS,4368,NO PROJECTS,30056368,FARM/AGRICULTURE EQUIPMENT,30004368,SWARTLAND,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,GRABOUW,00110,SERVICE,12,TRANSPORT,SERVICE,003C,25200.0,DDDD00S0002497,TRANSPORT,EA,EACH,PAYMENT,2017-02-14,1,3,8400.0,0.0,0.0,0,0,IN114098,FINAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1341648.0,2017/02/14,631285.0,2017/02/17,2017/02/22,Disbursed,ORunknown078396,2017/01/23,PAID,16600.0,QAunknown014850,16600.0,2017/02/10,,Invalid,,0.0,2187368,TRANSP FOR EXCURSIONS,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CLOSE CORPORATION,KRAAIFONTEIN,00110,SERVICE,306,UPHOLSTERY,SERVICE,003C,155649.0,DDDD00S0009819,UPHOLSTERY ;GENERAL UPHOLSTERING,EA,EACH,PAYMENT,2017-02-14,1,169,921.0,0.0,0.0,0,0,BJunknown203,PARTIAL,NORMAL,Unknown,QUOTED PRICE,1341651.0,2017/02/14,631304.0,2017/02/17,2017/02/22,Disbursed,ORunknown078321,2016/12/20,PAID,921.0,QAunknown014763,921.0,2017/01/19,,Invalid,,0.0,2568368,CONTRCTRS:INTERIOR DECORATOR,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,INDIVIDUAL,WELGEVONDEN,00112,CONSULTANTS,21,FACILITATOR,SERVICE,006M,13780.0,DDDD00S0016687,FACILITATOR,EA,EACH,PAYMENT,2017-02-14,1,1,13780.0,0.0,0.0,0,0,006,FINAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1341655.0,2017/02/14,631287.0,2017/02/17,2017/02/22,Disbursed,ORunknown077737,2016/09/13,PAID,34320.0,QAunknown014081,34320.0,2016/10/01,,Invalid,,0.0,2500368,A&S/O/S:PROFESSIONAL STAFF,95368,NON INFRA/STAND ALONE: CUR,30139368,FACULTY VITICULT & OENOLOGY,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,CAPE TOWN,00018,AGRICULTURAL SUPPLIES,29,"FEED,ANIMAL",INVENTORY,005A,39579.96,999970T8493088,"FEED,ANIMAL ,PRE PARTUM MEAL,15% CRUDE PROTEINE,FOR COWS SOON TO CALF,50 KG BAG",EA,EACH,PAYMENT,2017-02-14,1,120,329.833,0.0,0.0,0,0,22,PARTIAL,NORMAL,Unknown,QUOTED PRICE,1341639.0,2017/02/14,631288.0,2017/02/17,2017/02/22,Disbursed,ORunknown076973,2016/05/25,PAID,329.833,QAunknown013161,329.83,2016/06/16,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30083368,LIVESTOCK,32293368,ELSENBURG 5.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,NON PROFIT ORGANISATION (DEPT,CAPE TOWN,00093,HIRE AND SERVICE ITEMS,10,HIRE;,LEASE,006L,13000.0,HHHH00H0000214,HIRE; OF VENUE,EA,EACH,PAYMENT,2017-02-14,1,13,1000.0,0.0,0.0,0,0,16/2017,PARTIAL,NORMAL,Unknown,QUOTED PRICE,1341654.0,2017/02/14,631306.0,2017/02/17,2017/02/22,Disbursed,ORunknown078373,2017/01/16,AUTHORISED,1000.0,QAunknown014828,1000.0,2017/01/31,,Invalid,,0.0,823368,VENUES AND FACILITIES,95368,NON INFRA/STAND ALONE: CUR,30711368,NARYSEC,32317368,ELSENBURG 7.2,30537368,NARYSEC EXPENDITURE,4368,NO PROJECTS,235368,NONunknownASSETS RELATED,30005368,STELLENBOSCH,0,
